loan_id,due_date,amount_due,amount_paid,payment_date
LN1029,2023-04-01,3118,0,
LN1029,2023-05-01,2009,2009,2023-05-01
LN1029,2023-05-31,2550,2550,2023-06-01
LN1029,2023-06-30,4266,4266,2023-07-05
LN1029,2023-07-30,2071,0,
LN1029,2023-08-29,7983,7983,2023-08-30
LN1029,2023-09-28,6059,6059,2023-09-28
LN1029,2023-10-28,7712,0,
LN1029,2023-11-27,7068,7068,2023-11-28
LN1030,2023-01-01,4762,0,
LN1030,2023-01-31,2880,2880,2023-01-31
LN1030,2023-03-02,1885,1885,2023-03-03
LN1030,2023-04-01,6069,0,
LN1030,2023-05-01,6499,6499,2023-05-06
LN1030,2023-05-31,7288,7288,2023-06-01
LN1030,2023-06-30,7342,7342,2023-06-30
LN1030,2023-07-30,6151,6151,2023-08-04
LN1030,2023-08-29,2378,2378,2023-09-03
LN1030,2023-09-28,2166,0,
LN1030,2023-10-28,6104,6104,2023-10-28
LN1030,2023-11-27,3491,0,
LN1031,2023-01-01,4475,4475,2023-01-06
LN1031,2023-01-31,3142,3142,2023-02-05
LN1031,2023-03-02,2053,2053,2023-03-03
LN1031,2023-04-01,7906,0,
LN1031,2023-05-01,1844,1844,2023-05-01
LN1031,2023-05-31,6476,0,
LN1031,2023-06-30,4036,0,
LN1031,2023-07-30,5104,0,
LN1031,2023-08-29,2615,0,
LN1031,2023-09-28,3061,3061,2023-09-29
LN1031,2023-10-28,7874,7874,2023-10-29
LN1031,2023-11-27,6166,6166,2023-12-02
LN1031,2023-12-27,5885,5885,2023-12-27
LN1031,2024-01-26,3865,3865,2024-01-27
LN1031,2024-02-25,3889,3889,2024-02-25
LN1031,2024-03-26,1627,0,
LN1031,2024-04-25,3238,0,
LN1031,2024-05-25,6417,6417,2024-05-25
LN1031,2024-06-24,3368,3368,2024-06-24
LN1031,2024-07-24,4534,4534,2024-07-25
LN1031,2024-08-23,6830,0,
LN1031,2024-09-22,4902,4902,2024-09-23
LN1031,2024-10-22,7356,7356,2024-10-22
LN1031,2024-11-21,2150,2150,2024-11-21
LN1031,2024-12-21,6244,6244,2024-12-21
LN1031,2025-01-20,4020,4020,2025-01-25
LN1031,2025-02-19,3447,3447,2025-02-24
LN1031,2025-03-21,3256,3256,2025-03-22
LN1031,2025-04-20,6962,6962,2025-04-20
LN1031,2025-05-20,3672,3672,2025-05-20
LN1031,2025-06-19,6557,0,
LN1031,2025-07-19,5762,5762,2025-07-20
LN1031,2025-08-18,2895,0,
LN1031,2025-09-17,4725,0,
LN1031,2025-10-17,5639,0,
LN1031,2025-11-16,6391,6391,2025-11-17
LN1032,2023-01-01,2574,0,
LN1032,2023-01-31,5971,5971,2023-02-01
LN1032,2023-03-02,5758,0,
LN1032,2023-04-01,3840,3840,2023-04-01
LN1032,2023-05-01,2259,2259,2023-05-02
LN1032,2023-05-31,7330,7330,2023-05-31
LN1032,2023-06-30,7206,0,
LN1032,2023-07-30,6463,6463,2023-07-30
LN1032,2023-08-29,2619,0,
LN1032,2023-09-28,3439,3439,2023-09-28
LN1032,2023-10-28,3595,3595,2023-10-28
LN1032,2023-11-27,3121,0,
LN1032,2023-12-27,1644,0,
LN1032,2024-01-26,7392,0,
LN1032,2024-02-25,3632,0,
LN1032,2024-03-26,7445,7445,2024-03-27
LN1032,2024-04-25,4318,4318,2024-04-26
LN1032,2024-05-25,7144,7144,2024-05-26
LN1032,2024-06-24,4846,0,
LN1032,2024-07-24,7380,7380,2024-07-29
LN1032,2024-08-23,5605,5605,2024-08-28
LN1032,2024-09-22,1645,0,
LN1032,2024-10-22,1825,1825,2024-10-23
LN1032,2024-11-21,7772,7772,2024-11-22
LN1032,2024-12-21,1769,1769,2024-12-26
LN1032,2025-01-20,7222,0,
LN1032,2025-02-19,2357,0,
LN1032,2025-03-21,1984,0,
LN1032,2025-04-20,4383,4383,2025-04-25
LN1032,2025-05-20,4316,0,
LN1032,2025-06-19,6616,0,
LN1032,2025-07-19,7109,7109,2025-07-19
LN1032,2025-08-18,2911,2911,2025-08-18
LN1032,2025-09-17,4543,0,
LN1032,2025-10-17,6888,6888,2025-10-18
LN1032,2025-11-16,6485,6485,2025-11-16
LN1033,2023-01-01,2383,0,
LN1033,2023-01-31,1803,1803,2023-02-01
LN1033,2023-03-02,7606,7606,2023-03-02
LN1033,2023-04-01,1515,0,
LN1033,2023-05-01,2170,0,
LN1033,2023-05-31,6127,6127,2023-06-05
LN1033,2023-06-30,3777,0,
LN1033,2023-07-30,3192,3192,2023-08-04
LN1033,2023-08-29,5720,5720,2023-08-30
LN1033,2023-09-28,6920,6920,2023-10-03
LN1033,2023-10-28,4912,4912,2023-10-29
LN1033,2023-11-27,5273,5273,2023-11-28
LN1033,2023-12-27,2482,2482,2024-01-01
LN1033,2024-01-26,7787,0,
LN1033,2024-02-25,3732,0,
LN1033,2024-03-26,6657,6657,2024-03-31
LN1033,2024-04-25,2245,0,
LN1033,2024-05-25,6245,0,
LN1033,2024-06-24,2312,0,
LN1033,2024-07-24,3966,3966,2024-07-25
LN1033,2024-08-23,6852,0,
LN1033,2024-09-22,4777,0,
LN1033,2024-10-22,4604,0,
LN1033,2024-11-21,2623,2623,2024-11-26
LN1033,2024-12-21,6708,6708,2024-12-21
LN1033,2025-01-20,2802,2802,2025-01-25
LN1033,2025-02-19,6310,6310,2025-02-19
LN1033,2025-03-21,6119,6119,2025-03-21
LN1033,2025-04-20,3051,0,
LN1033,2025-05-20,2996,2996,2025-05-21
LN1033,2025-06-19,4869,4869,2025-06-24
LN1033,2025-07-19,4051,4051,2025-07-19
LN1033,2025-08-18,4175,0,
LN1033,2025-09-17,7993,7993,2025-09-17
LN1033,2025-10-17,7866,7866,2025-10-18
LN1033,2025-11-16,5827,0,
LN1034,2023-01-01,2344,2344,2023-01-06
LN1034,2023-01-31,2464,0,
LN1034,2023-03-02,2448,2448,2023-03-02
LN1034,2023-04-01,6135,6135,2023-04-06
LN1034,2023-05-01,5230,0,
LN1034,2023-05-31,1661,1661,2023-06-01
LN1034,2023-06-30,1513,0,
LN1034,2023-07-30,3140,3140,2023-08-04
LN1034,2023-08-29,1691,0,
LN1034,2023-09-28,6261,0,
LN1034,2023-10-28,2848,2848,2023-10-28
LN1034,2023-11-27,6773,0,
LN1035,2023-01-01,3980,3980,2023-01-01
LN1035,2023-01-31,2828,0,
LN1035,2023-03-02,7068,7068,2023-03-07
LN1035,2023-04-01,7213,7213,2023-04-01
LN1035,2023-05-01,5673,0,
LN1035,2023-05-31,1506,0,
LN1035,2023-06-30,7704,7704,2023-07-05
LN1035,2023-07-30,4599,4599,2023-08-04
LN1035,2023-08-29,1832,1832,2023-08-29
LN1035,2023-09-28,2994,2994,2023-09-29
LN1035,2023-10-28,6989,0,
LN1035,2023-11-27,4724,4724,2023-11-28
LN1035,2023-12-27,7333,0,
LN1035,2024-01-26,6970,6970,2024-01-31
LN1035,2024-02-25,2079,2079,2024-02-25
LN1035,2024-03-26,6384,0,
LN1035,2024-04-25,6847,0,
LN1035,2024-05-25,2730,2730,2024-05-30
LN1035,2024-06-24,1671,1671,2024-06-24
LN1035,2024-07-24,1755,1755,2024-07-24
LN1035,2024-08-23,6463,6463,2024-08-24
LN1035,2024-09-22,4324,0,
LN1035,2024-10-22,6079,0,
LN1035,2024-11-21,7331,0,
LN1036,2023-01-01,2604,2604,2023-01-01
LN1036,2023-01-31,2383,0,
LN1036,2023-03-02,4036,4036,2023-03-02
LN1036,2023-04-01,5203,5203,2023-04-01
LN1036,2023-05-01,2254,2254,2023-05-01
LN1036,2023-05-31,5736,0,
LN1036,2023-06-30,5168,5168,2023-07-05
LN1036,2023-07-30,1734,0,
LN1036,2023-08-29,2126,0,
LN1036,2023-09-28,5797,0,
LN1036,2023-10-28,4054,0,
LN1036,2023-11-27,2248,2248,2023-11-27
LN1036,2023-12-27,7587,7587,2024-01-01
LN1036,2024-01-26,5321,0,
LN1036,2024-02-25,6523,6523,2024-03-01
LN1036,2024-03-26,4324,0,
LN1036,2024-04-25,5515,5515,2024-04-25
LN1036,2024-05-25,4158,4158,2024-05-25
LN1036,2024-06-24,5750,0,
LN1036,2024-07-24,7463,7463,2024-07-29
LN1036,2024-08-23,6894,0,
LN1036,2024-09-22,3503,3503,2024-09-27
LN1036,2024-10-22,6512,6512,2024-10-27
LN1036,2024-11-21,1587,1587,2024-11-26
LN1036,2024-12-21,6174,6174,2024-12-22
LN1036,2025-01-20,6868,6868,2025-01-25
LN1036,2025-02-19,1640,1640,2025-02-24
LN1036,2025-03-21,7999,7999,2025-03-26
LN1036,2025-04-20,2632,2632,2025-04-25
LN1036,2025-05-20,3654,3654,2025-05-20
LN1036,2025-06-19,2774,2774,2025-06-20
LN1036,2025-07-19,1980,0,
LN1036,2025-08-18,5287,5287,2025-08-19
LN1036,2025-09-17,3816,3816,2025-09-22
LN1036,2025-10-17,6529,0,
LN1036,2025-11-16,5984,5984,2025-11-17
LN1037,2023-01-01,4418,4418,2023-01-02
LN1037,2023-01-31,6572,0,
LN1037,2023-03-02,3692,3692,2023-03-02
LN1037,2023-04-01,5250,5250,2023-04-06
LN1037,2023-05-01,4133,0,
LN1037,2023-05-31,4413,0,
LN1037,2023-06-30,7975,0,
LN1037,2023-07-30,7324,7324,2023-08-04
LN1037,2023-08-29,3154,3154,2023-09-03
LN1037,2023-09-28,2715,2715,2023-09-29
LN1037,2023-10-28,2173,2173,2023-11-02
LN1037,2023-11-27,5450,0,
LN1038,2023-01-01,2261,0,
LN1038,2023-01-31,7491,7491,2023-01-31
LN1038,2023-03-02,6690,6690,2023-03-02
LN1038,2023-04-01,4541,0,
LN1038,2023-05-01,4828,4828,2023-05-06
LN1038,2023-05-31,3227,0,
LN1038,2023-06-30,7784,0,
LN1038,2023-07-30,1877,0,
LN1038,2023-08-29,7615,7615,2023-09-03
LN1038,2023-09-28,5157,0,
LN1038,2023-10-28,2205,2205,2023-10-28
LN1038,2023-11-27,7922,0,
LN1038,2023-12-27,1970,0,
LN1038,2024-01-26,6589,0,
LN1038,2024-02-25,7646,7646,2024-03-01
LN1038,2024-03-26,2205,0,
LN1038,2024-04-25,2717,2717,2024-04-30
LN1038,2024-05-25,1579,1579,2024-05-25
LN1038,2024-06-24,6531,0,
LN1038,2024-07-24,5697,0,
LN1038,2024-08-23,6323,6323,2024-08-23
LN1038,2024-09-22,3047,0,
LN1038,2024-10-22,7813,0,
LN1038,2024-11-21,5829,5829,2024-11-21
LN1039,2023-01-01,5793,0,
LN1039,2023-01-31,4576,4576,2023-02-05
LN1039,2023-03-02,5339,5339,2023-03-02
LN1039,2023-04-01,7210,0,
LN1039,2023-05-01,7098,7098,2023-05-06
LN1039,2023-05-31,3175,0,
LN1039,2023-06-30,7914,0,
LN1039,2023-07-30,6309,0,
LN1039,2023-08-29,3511,3511,2023-09-03
LN1039,2023-09-28,5657,5657,2023-10-03
LN1039,2023-10-28,1645,1645,2023-11-02
LN1039,2023-11-27,7348,7348,2023-12-02
LN1039,2023-12-27,2308,2308,2023-12-27
LN1039,2024-01-26,1601,0,
LN1039,2024-02-25,5152,5152,2024-02-26
LN1039,2024-03-26,5378,5378,2024-03-27
LN1039,2024-04-25,2712,2712,2024-04-26
LN1039,2024-05-25,4254,4254,2024-05-30
LN1039,2024-06-24,1654,0,
LN1039,2024-07-24,4293,0,
LN1039,2024-08-23,5223,5223,2024-08-23
LN1039,2024-09-22,4411,4411,2024-09-23
LN1039,2024-10-22,5290,0,
LN1039,2024-11-21,3118,0,
LN1040,2023-01-01,2970,0,
LN1040,2023-01-31,2785,2785,2023-02-01
LN1040,2023-03-02,4208,0,
LN1040,2023-04-01,6395,6395,2023-04-02
LN1040,2023-05-01,4698,4698,2023-05-01
LN1040,2023-05-31,6644,0,
LN1040,2023-06-30,4244,4244,2023-07-01
LN1040,2023-07-30,3398,0,
LN1040,2023-08-29,4072,4072,2023-08-29
LN1040,2023-09-28,2396,2396,2023-10-03
LN1040,2023-10-28,3860,3860,2023-10-29
LN1040,2023-11-27,2691,0,
LN1040,2023-12-27,4815,4815,2023-12-27
LN1040,2024-01-26,7351,0,
LN1040,2024-02-25,1743,1743,2024-02-25
LN1040,2024-03-26,2649,2649,2024-03-26
LN1040,2024-04-25,6119,0,
LN1040,2024-05-25,6654,0,
LN1040,2024-06-24,7547,0,
LN1040,2024-07-24,6593,6593,2024-07-24
LN1040,2024-08-23,6611,0,
LN1040,2024-09-22,6783,0,
LN1040,2024-10-22,7109,7109,2024-10-23
LN1040,2024-11-21,3837,3837,2024-11-26
LN1040,2024-12-21,4953,0,
LN1040,2025-01-20,3075,3075,2025-01-20
LN1040,2025-02-19,2645,2645,2025-02-19
LN1040,2025-03-21,1764,1764,2025-03-21
LN1040,2025-04-20,4855,4855,2025-04-25
LN1040,2025-05-20,1567,1567,2025-05-21
LN1040,2025-06-19,7984,0,
LN1040,2025-07-19,3956,3956,2025-07-19
LN1040,2025-08-18,5040,5040,2025-08-18
LN1040,2025-09-17,3119,0,
LN1040,2025-10-17,1890,1890,2025-10-17
LN1040,2025-11-16,7993,7993,2025-11-16
LN1041,2023-01-01,7618,7618,2023-01-06
LN1041,2023-01-31,3293,0,
LN1041,2023-03-02,4828,0,
LN1041,2023-04-01,7983,7983,2023-04-01
LN1041,2023-05-01,6230,0,
LN1041,2023-05-31,4534,4534,2023-05-31
LN1041,2023-06-30,5372,5372,2023-07-01
LN1041,2023-07-30,3232,3232,2023-08-04
LN1041,2023-08-29,3589,3589,2023-09-03
LN1041,2023-09-28,5688,0,
LN1041,2023-10-28,2406,0,
LN1041,2023-11-27,7634,0,
LN1041,2023-12-27,7930,0,
LN1041,2024-01-26,6123,6123,2024-01-27
LN1041,2024-02-25,2386,0,
LN1041,2024-03-26,3785,3785,2024-03-26
LN1041,2024-04-25,3521,0,
LN1041,2024-05-25,1765,0,
LN1041,2024-06-24,1521,1521,2024-06-24
LN1041,2024-07-24,6856,6856,2024-07-25
LN1041,2024-08-23,7142,7142,2024-08-23
LN1041,2024-09-22,2017,2017,2024-09-27
LN1041,2024-10-22,1831,1831,2024-10-22
LN1041,2024-11-21,7563,0,
LN1041,2024-12-21,4345,4345,2024-12-22
LN1041,2025-01-20,4820,0,
LN1041,2025-02-19,5559,0,
LN1041,2025-03-21,3315,3315,2025-03-26
LN1041,2025-04-20,6237,6237,2025-04-21
LN1041,2025-05-20,6861,6861,2025-05-20
LN1041,2025-06-19,2382,0,
LN1041,2025-07-19,6462,0,
LN1041,2025-08-18,7492,7492,2025-08-18
LN1041,2025-09-17,4568,0,
LN1041,2025-10-17,3753,3753,2025-10-22
LN1041,2025-11-16,3181,0,
LN1042,2023-01-01,2425,2425,2023-01-06
LN1042,2023-01-31,3721,3721,2023-02-05
LN1042,2023-03-02,5673,5673,2023-03-02
LN1042,2023-04-01,5016,5016,2023-04-06
LN1042,2023-05-01,6777,6777,2023-05-02
LN1042,2023-05-31,4523,4523,2023-06-01
LN1042,2023-06-30,1521,0,
LN1042,2023-07-30,2662,2662,2023-07-31
LN1042,2023-08-29,4435,4435,2023-08-30
LN1042,2023-09-28,6520,6520,2023-09-29
LN1042,2023-10-28,5750,0,
LN1042,2023-11-27,3963,3963,2023-11-27
LN1042,2023-12-27,7334,7334,2023-12-28
LN1042,2024-01-26,4182,4182,2024-01-27
LN1042,2024-02-25,6185,0,
LN1042,2024-03-26,6363,6363,2024-03-26
LN1042,2024-04-25,4032,0,
LN1042,2024-05-25,4164,0,
LN1042,2024-06-24,3958,0,
LN1042,2024-07-24,3956,3956,2024-07-25
LN1042,2024-08-23,4032,0,
LN1042,2024-09-22,2736,0,
LN1042,2024-10-22,5559,5559,2024-10-22
LN1042,2024-11-21,3218,3218,2024-11-21
LN1042,2024-12-21,7451,7451,2024-12-26
LN1042,2025-01-20,7812,0,
LN1042,2025-02-19,4158,4158,2025-02-24
LN1042,2025-03-21,6058,6058,2025-03-26
LN1042,2025-04-20,6847,6847,2025-04-21
LN1042,2025-05-20,7333,7333,2025-05-20
LN1042,2025-06-19,2233,0,
LN1042,2025-07-19,3378,3378,2025-07-19
LN1042,2025-08-18,3102,0,
LN1042,2025-09-17,4025,0,
LN1042,2025-10-17,3686,3686,2025-10-18
LN1042,2025-11-16,2083,2083,2025-11-16
LN1043,2023-01-01,2069,2069,2023-01-02
LN1043,2023-01-31,4152,4152,2023-01-31
LN1043,2023-03-02,6597,0,
LN1043,2023-04-01,2061,2061,2023-04-02
LN1043,2023-05-01,7219,7219,2023-05-06
LN1043,2023-05-31,5830,5830,2023-06-05
LN1043,2023-06-30,4831,4831,2023-06-30
LN1043,2023-07-30,6859,6859,2023-07-31
LN1043,2023-08-29,3719,0,
LN1043,2023-09-28,3103,0,
LN1043,2023-10-28,1844,0,
LN1043,2023-11-27,7485,7485,2023-11-27
LN1043,2023-12-27,5102,0,
LN1043,2024-01-26,4123,4123,2024-01-27
LN1043,2024-02-25,3195,3195,2024-02-25
LN1043,2024-03-26,3003,3003,2024-03-31
LN1043,2024-04-25,5545,0,
LN1043,2024-05-25,7103,7103,2024-05-25
LN1043,2024-06-24,3092,3092,2024-06-24
LN1043,2024-07-24,7335,0,
LN1043,2024-08-23,2371,2371,2024-08-23
LN1043,2024-09-22,7256,0,
LN1043,2024-10-22,1598,1598,2024-10-22
LN1043,2024-11-21,3465,0,
LN1043,2024-12-21,4615,0,
LN1043,2025-01-20,1719,1719,2025-01-21
LN1043,2025-02-19,6647,0,
LN1043,2025-03-21,2793,0,
LN1043,2025-04-20,7494,7494,2025-04-20
LN1043,2025-05-20,3328,3328,2025-05-25
LN1043,2025-06-19,5213,5213,2025-06-24
LN1043,2025-07-19,1782,1782,2025-07-20
LN1043,2025-08-18,7782,7782,2025-08-18
LN1043,2025-09-17,3657,0,
LN1043,2025-10-17,2373,2373,2025-10-18
LN1043,2025-11-16,6992,6992,2025-11-16
LN1044,2023-01-01,3207,0,
LN1044,2023-01-31,5256,5256,2023-01-31
LN1044,2023-03-02,5445,0,
LN1044,2023-04-01,6334,6334,2023-04-01
LN1044,2023-05-01,6809,6809,2023-05-06
LN1044,2023-05-31,7588,7588,2023-06-05
LN1044,2023-06-30,1525,0,
LN1044,2023-07-30,3769,0,
LN1044,2023-08-29,4326,4326,2023-09-03
LN1044,2023-09-28,7798,7798,2023-10-03
LN1044,2023-10-28,6347,6347,2023-10-29
LN1044,2023-11-27,4385,4385,2023-11-28
LN1044,2023-12-27,3257,3257,2023-12-28
LN1044,2024-01-26,3084,3084,2024-01-31
LN1044,2024-02-25,2521,2521,2024-02-25
LN1044,2024-03-26,1557,1557,2024-03-26
LN1044,2024-04-25,4356,4356,2024-04-25
LN1044,2024-05-25,7662,7662,2024-05-25
LN1044,2024-06-24,6679,0,
LN1044,2024-07-24,5936,5936,2024-07-25
LN1044,2024-08-23,4106,4106,2024-08-28
LN1044,2024-09-22,5231,5231,2024-09-27
LN1044,2024-10-22,2732,0,
LN1044,2024-11-21,4675,4675,2024-11-21
LN1045,2023-01-01,7716,7716,2023-01-02
LN1045,2023-01-31,3594,3594,2023-02-05
LN1045,2023-03-02,6938,0,
LN1045,2023-04-01,3598,3598,2023-04-01
LN1045,2023-05-01,4692,4692,2023-05-06
LN1045,2023-05-31,7579,7579,2023-06-01
LN1045,2023-06-30,6910,6910,2023-07-01
LN1045,2023-07-30,5440,5440,2023-07-31
LN1045,2023-08-29,2563,0,
LN1045,2023-09-28,5188,5188,2023-09-28
LN1045,2023-10-28,3894,3894,2023-11-02
LN1045,2023-11-27,6357,0,
LN1045,2023-12-27,2024,2024,2024-01-01
LN1045,2024-01-26,7927,0,
LN1045,2024-02-25,1583,0,
LN1045,2024-03-26,2016,2016,2024-03-26
LN1045,2024-04-25,4263,4263,2024-04-30
LN1045,2024-05-25,3258,0,
LN1045,2024-06-24,6067,0,
LN1045,2024-07-24,6864,0,
LN1045,2024-08-23,5140,0,
LN1045,2024-09-22,7425,0,
LN1045,2024-10-22,5518,0,
LN1045,2024-11-21,1701,1701,2024-11-26
LN1046,2023-01-01,5691,5691,2023-01-02
LN1046,2023-01-31,6705,6705,2023-01-31
LN1046,2023-03-02,3442,3442,2023-03-02
LN1046,2023-04-01,4321,4321,2023-04-01
LN1046,2023-05-01,5292,5292,2023-05-01
LN1046,2023-05-31,6149,0,
LN1046,2023-06-30,5406,0,
LN1046,2023-07-30,5041,0,
LN1046,2023-08-29,4822,0,
LN1046,2023-09-28,3759,3759,2023-10-03
LN1046,2023-10-28,7371,7371,2023-10-28
LN1046,2023-11-27,2985,2985,2023-11-27
LN1046,2023-12-27,5042,5042,2024-01-01
LN1046,2024-01-26,6060,0,
LN1046,2024-02-25,7814,7814,2024-02-26
LN1046,2024-03-26,6754,6754,2024-03-27
LN1046,2024-04-25,2139,2139,2024-04-26
LN1046,2024-05-25,4910,4910,2024-05-30
LN1046,2024-06-24,5025,0,
LN1046,2024-07-24,3215,3215,2024-07-29
LN1046,2024-08-23,7339,0,
LN1046,2024-09-22,5237,5237,2024-09-27
LN1046,2024-10-22,4266,4266,2024-10-27
LN1046,2024-11-21,4266,0,
LN1047,2023-01-01,5226,5226,2023-01-02
LN1047,2023-01-31,1694,0,
LN1047,2023-03-02,4767,4767,2023-03-02
LN1047,2023-04-01,5631,0,
LN1047,2023-05-01,1999,1999,2023-05-02
LN1047,2023-05-31,2094,0,
LN1047,2023-06-30,7658,7658,2023-07-01
LN1047,2023-07-30,3929,3929,2023-08-04
LN1047,2023-08-29,2716,2716,2023-08-29
LN1047,2023-09-28,7153,0,
LN1047,2023-10-28,4065,0,
LN1047,2023-11-27,7912,7912,2023-11-28
LN1047,2023-12-27,4950,4950,2023-12-28
LN1047,2024-01-26,6409,0,
LN1047,2024-02-25,1898,1898,2024-03-01
LN1047,2024-03-26,4668,0,
LN1047,2024-04-25,6302,6302,2024-04-30
LN1047,2024-05-25,7673,7673,2024-05-26
LN1047,2024-06-24,1517,0,
LN1047,2024-07-24,3542,3542,2024-07-29
LN1047,2024-08-23,3811,0,
LN1047,2024-09-22,6685,0,
LN1047,2024-10-22,1857,1857,2024-10-23
LN1047,2024-11-21,6378,6378,2024-11-22
LN1048,2023-01-01,2382,2382,2023-01-06
LN1048,2023-01-31,7096,7096,2023-01-31
LN1048,2023-03-02,3111,0,
LN1048,2023-04-01,5024,5024,2023-04-02
LN1048,2023-05-01,3236,3236,2023-05-01
LN1048,2023-05-31,1933,1933,2023-06-01
LN1048,2023-06-30,2647,2647,2023-07-01
LN1048,2023-07-30,3963,3963,2023-07-30
LN1048,2023-08-29,4084,4084,2023-08-29
LN1048,2023-09-28,5868,5868,2023-09-28
LN1048,2023-10-28,6368,6368,2023-11-02
LN1048,2023-11-27,4160,4160,2023-11-28
LN1048,2023-12-27,2100,2100,2024-01-01
LN1048,2024-01-26,4678,4678,2024-01-26
LN1048,2024-02-25,3735,3735,2024-03-01
LN1048,2024-03-26,2100,0,
LN1048,2024-04-25,2170,0,
LN1048,2024-05-25,2953,2953,2024-05-30
LN1048,2024-06-24,2953,2953,2024-06-29
LN1048,2024-07-24,3704,3704,2024-07-25
LN1048,2024-08-23,6501,6501,2024-08-24
LN1048,2024-09-22,4569,0,
LN1048,2024-10-22,5692,5692,2024-10-23
LN1048,2024-11-21,6206,0,
LN1049,2023-01-01,6310,0,
LN1049,2023-01-31,4493,4493,2023-02-05
LN1049,2023-03-02,6905,6905,2023-03-07
LN1049,2023-04-01,6017,6017,2023-04-01
LN1049,2023-05-01,4289,0,
LN1049,2023-05-31,7401,0,
LN1049,2023-06-30,2888,2888,2023-07-05
LN1049,2023-07-30,7512,7512,2023-07-30
LN1049,2023-08-29,3175,3175,2023-09-03
LN1049,2023-09-28,7873,0,
LN1049,2023-10-28,5414,5414,2023-10-28
LN1049,2023-11-27,2064,0,
LN1050,2023-01-01,5372,5372,2023-01-06
LN1050,2023-01-31,7328,0,
LN1050,2023-03-02,1865,0,
LN1050,2023-04-01,2622,2622,2023-04-02
LN1050,2023-05-01,5765,5765,2023-05-02
LN1050,2023-05-31,4178,0,
LN1050,2023-06-30,3767,3767,2023-07-05
LN1050,2023-07-30,2672,2672,2023-08-04
LN1050,2023-08-29,6686,6686,2023-09-03
LN1050,2023-09-28,6142,6142,2023-09-29
LN1050,2023-10-28,2587,2587,2023-10-28
LN1050,2023-11-27,5201,5201,2023-11-27
LN1051,2023-01-01,2913,2913,2023-01-06
LN1051,2023-01-31,2371,2371,2023-02-05
LN1051,2023-03-02,4693,4693,2023-03-03
LN1051,2023-04-01,6605,0,
LN1051,2023-05-01,4203,4203,2023-05-06
LN1051,2023-05-31,2986,2986,2023-05-31
LN1051,2023-06-30,5411,0,
LN1051,2023-07-30,2006,0,
LN1051,2023-08-29,1938,1938,2023-08-29
LN1051,2023-09-28,2750,0,
LN1051,2023-10-28,4605,4605,2023-10-28
LN1051,2023-11-27,2383,2383,2023-12-02
LN1051,2023-12-27,5445,5445,2024-01-01
LN1051,2024-01-26,5026,5026,2024-01-26
LN1051,2024-02-25,5577,5577,2024-02-26
LN1051,2024-03-26,2864,0,
LN1051,2024-04-25,5410,5410,2024-04-30
LN1051,2024-05-25,1873,1873,2024-05-25
LN1051,2024-06-24,2806,0,
LN1051,2024-07-24,2683,0,
LN1051,2024-08-23,1793,0,
LN1051,2024-09-22,5739,0,
LN1051,2024-10-22,1709,1709,2024-10-23
LN1051,2024-11-21,2315,2315,2024-11-22
LN1052,2023-01-01,4885,4885,2023-01-02
LN1052,2023-01-31,7395,0,
LN1052,2023-03-02,5549,5549,2023-03-07
LN1052,2023-04-01,4494,0,
LN1052,2023-05-01,3645,3645,2023-05-01
LN1052,2023-05-31,7284,7284,2023-06-05
LN1052,2023-06-30,3168,3168,2023-07-05
LN1052,2023-07-30,2778,2778,2023-07-30
LN1052,2023-08-29,6059,6059,2023-09-03
LN1052,2023-09-28,2246,2246,2023-09-29
LN1052,2023-10-28,3495,0,
LN1052,2023-11-27,4155,4155,2023-12-02
LN1052,2023-12-27,6223,6223,2023-12-28
LN1052,2024-01-26,2706,0,
LN1052,2024-02-25,7088,0,
LN1052,2024-03-26,7581,7581,2024-03-31
LN1052,2024-04-25,8000,0,
LN1052,2024-05-25,2380,2380,2024-05-26
LN1052,2024-06-24,7801,7801,2024-06-24
LN1052,2024-07-24,5364,5364,2024-07-24
LN1052,2024-08-23,6282,0,
LN1052,2024-09-22,2970,0,
LN1052,2024-10-22,1656,1656,2024-10-27
LN1052,2024-11-21,2417,2417,2024-11-21
LN1052,2024-12-21,7446,0,
LN1052,2025-01-20,4542,4542,2025-01-20
LN1052,2025-02-19,7336,0,
LN1052,2025-03-21,5392,5392,2025-03-21
LN1052,2025-04-20,3387,3387,2025-04-21
LN1052,2025-05-20,2875,0,
LN1052,2025-06-19,5995,5995,2025-06-20
LN1052,2025-07-19,2310,2310,2025-07-20
LN1052,2025-08-18,6923,0,
LN1052,2025-09-17,7532,0,
LN1052,2025-10-17,3686,3686,2025-10-17
LN1052,2025-11-16,6912,6912,2025-11-21
LN1053,2023-01-01,1701,0,
LN1053,2023-01-31,6394,6394,2023-02-01
LN1053,2023-03-02,7875,0,
LN1053,2023-04-01,1569,0,
LN1053,2023-05-01,3549,3549,2023-05-06
LN1053,2023-05-31,6305,6305,2023-06-05
LN1053,2023-06-30,2036,0,
LN1053,2023-07-30,3309,3309,2023-08-04
LN1053,2023-08-29,6494,6494,2023-08-29
LN1053,2023-09-28,5012,0,
LN1053,2023-10-28,2140,2140,2023-11-02
LN1053,2023-11-27,6509,6509,2023-12-02
LN1053,2023-12-27,5978,5978,2023-12-28
LN1053,2024-01-26,2995,0,
LN1053,2024-02-25,1644,1644,2024-02-25
LN1053,2024-03-26,4905,0,
LN1053,2024-04-25,5457,0,
